Company name,Assets,Debt,Shares,Price,capital,ROE,EPS,revenue,P/E,P/S,grahamCoef,PSCoef,PECoef,ROECoef,Graham Difference,Graham Coefficient,Main Coefficient
Нижнекамскшина,8.77,0.65,63.7,22.9,2.19,55.0,29.3,9.71,0.7815699658703071,0.22554067971163747,17.964655172413792,2.52629911147988,25.147021769974227,79.20491456009037,32.03534482758621,10.73614110997502,40.79545256866123
Пермэнергосбыт,8.3,0.0,36.2,111.5,8.6,39.7,30.4,45.6,3.667763157894737,0.18859649122807015,48.63012048192771,2.1124843147003807,27.038486712240534,78.12455867815281,1.3698795180722882,0.3100440977696607,48.66354355344223
Красноярскэнергосбыт,7.92,0.0,596.0,8.69,11.6,41.1,2.16,36.2,4.023148148148148,0.3204419889502762,65.39444444444445,3.589296232506467,27.271388048134988,78.22341477192487,4.605555555555554,1.410156942181722,45.952573549101686
Русгрэйн,7.45,16.6,43.0,12.3,0.72,-1.8,5.14,11.2,2.3929961089494167,0.0642857142857143,-5.780327868852458,0.7200694042799306,26.203068906773012,75.19418161276657,55.78032786885246,18.80931052849369,29.461732773219943
ТНС энерго Ярославль,6.76,1.6,17.1,178.0,6.49,5.3,2.33,20.5,76.39484978540773,0.31658536585365854,58.98837209302326,3.546097890128699,74.70013843023168,75.69552323118204,8.988372093023258,2.9002915266440437,-5.451004615822374
Росинтер,6.72,4.74,16.3,58.2,1.22,-12.2,20.1,6.28,2.8955223880597014,0.19426751592356686,47.91212121212123,2.1760059138537176,26.532399196280736,74.45982205903121,2.087878787878772,0.5541600753404464,45.19725687355631
Калужская сбытовая компания,6.59,3.32,91.5,9.17,1.75,8.0,1.06,25.3,8.650943396226415,0.0691699604743083,25.65917431192661,0.7747782347324681,30.304210832110485,75.88617426917102,24.34082568807339,8.120045048783272,36.6871401535448
Волгоградэнергосбыт,45022.0,0.0,319.6,3.44,2.51,-16.5,2.76,26.2,1.2463768115942029,0.09580152671755725,0.0024419705921549465,1.073080528685189,25.451632651893558,74.15619262815987,49.99755802940785,16.843199180214253,30.78828026736686
Россети Томск (ТРК),5.17,0.065,3819.0,0.287,2.3,8.7,0.09,8.41,3.1888888888888887,0.2734839476813317,21.470186092066605,3.0633154733536476,26.72465675308155,75.93560231605706,28.529813907933395,9.544279024117595,36.60335106550426
ТНС энерго Воронеж,45143.0,0.0,56.2,138.6,19.9,82.8,26.5,32.8,5.230188679245283,0.6067073170731707,0.01725476818111335,6.795776965866823,28.06242132157409,81.1679141364214,49.98274523181889,16.83816290689748,29.471552942083008
ЧЗПСН,4.51,0.79,838.3,2.13,3.16,11.1,0.24,9.57,8.875,0.33019853709508884,47.99943548387096,3.69858010511368,30.4510461902882,76.10506990538059,2.000564516129039,0.5244736819130379,41.43096992806568
ДЗРД - Донской завод радиодеталей,4.34,0.826,0.343,2070.0,1.39,4.3,384.4,2.27,5.385015608740895,0.6123348017621145,20.205179282868528,6.858810869940013,28.16388705507694,75.62491173563056,29.794820717131472,9.974374689736196,30.62783912087741
Наука-Связь,45142.0,1.08,4.7,147.0,1.21,1.0,2.98,1.58,49.328859060402685,0.7658227848101266,0.0015305403611623335,8.578041989101282,56.96245797089161,75.3918938003107,49.99846945963884,16.843509061701855,-6.992115221384051
Ставропольэнергосбыт,44961.0,0.5,859.1,0.763,1.86,30.6,0.62,22.3,1.2306451612903226,0.08340807174887893,0.0014579315176655064,0.9342604527877126,25.441322924493466,77.48199406863436,49.99854206848234,16.843533748326976,34.262876943026214
Европейская Электротехника,3.91,0.104,610.0,6.22,7.73,46.4,1.55,7.13,4.012903225806451,1.0841514726507715,99.68996321597476,12.143666967613228,27.26467404454746,78.59765569834771,29.689963215974757,9.938723690526405,29.250590995660612
Астраханэнергосбыт,3.72,0.0,773.9,0.758,0.95,2.1,0.01,12.2,75.8,0.0778688524590164,15.769252688172042,0.8722152164775115,74.31030398736677,75.46956644541731,34.230747311827955,11.482566414483268,-11.195519172910233
Мультисистема,3.3,0.042,100.0,1.74,0.17,3.8,0.03,0.52,58.0,0.3269230769230769,5.340699815837938,3.6618914149278514,62.64508487958943,75.58960598785482,44.65930018416206,15.028219573384959,-5.745589880047419
Фармсинтез,2.88,0.375,151.7,4.2,1.16,-16.9,-1.74,0.309,-2.413793103448276,3.7540453074433655,25.434730538922153,42.04936039376509,23.052942537811237,74.12794802993928,24.565269461077847,8.196354751816013,0.8292903465469337
Рязаньэнергосбыт РЭСК,2.47,0.0,206.9,19.1,8.13,65.4,4.02,12.2,4.751243781094528,0.666393442622951,159.9914979757085,7.464326010486495,27.748545075648213,79.93927411382575,89.99149797570851,30.440928533796836,14.285474493894199
Костромская сбытовая компания,2.21,0.241,869.0,0.598,1.7,5.2,0.03,9.87,19.933333333333334,0.1722391084093212,26.39217877094972,1.9292639673378755,37.69811817344388,75.6884620816269,23.60782122905028,7.870827385753615,28.190252555091526
ИСКЧ,45018.0,0.708,85.0,62.1,9.33,13.5,0.54,1.14,115.0,8.18421052631579,0.011725494283396701,91.67199374955607,100.0,76.27453749470415,49.9882745057166,16.840042830958073,-132.23749908581
ТНС энерго Марий Эл,44959.0,0.0,121.8,15.8,4.61,43.5,3.86,9.01,4.0932642487046635,0.51165371809101,0.004280433283658445,5.7310740352974125,27.317338591729072,78.39288236124841,49.99571956671634,16.842574112563018,28.501895621658914
левенгук,1.45,0.668,52.9,13.4,1.02,7.3,0.89,0.66,15.0561797752809,1.5454545454545454,90.64705882352942,17.310759416022574,34.5018785736148,75.83674622228499,20.64705882352942,6.864183731125167,17.15992450152244
Мордовэнергосбыт,1.45,0.33,1345.0,0.315,0.71,29.9,0.07,6.77,4.5,0.10487444608567209,37.82812500000001,1.1747070209326294,27.583892617449667,77.43256602174836,12.171874999999993,3.9826657809319634,44.6913006024341
ДИОД,1.42,0.0,91.5,7.68,0.98,3.5,0.46,0.561,16.695652173913043,1.746880570409982,49.48732394366197,19.566948359518012,35.57630580682813,75.56842253918938,0.5126760563380302,0.018599426670316336,20.40656894617293
ГИТ,1.3,0.011,437.0,0.353,0.03,0.1,0.0,0.038,0.0,0.7894736842105263,11.967494181536074,8.842957596420199,24.634820371101462,75.32834345431436,38.032505818463925,12.775144322794546,29.07542116399815
ВХЗ,1.21,0.326,5.01,72.2,0.73,19.0,19.8,3.54,3.6464646464646466,0.2062146892655367,40.91877828054299,2.309827153716538,27.024528745807864,76.66290072023726,9.081221719457012,2.9318599115674253,44.396684909145435
Центральный телеграф,1.15,0.0,166.2,9.98,3.34,-5.9,-0.28,1.33,-35.64285714285714,2.5112781954887216,144.23269565217393,28.129027020993774,1.276295753200611,74.9046744810055,74.23269565217393,25.083018579945133,20.41633312686598
ММЦБ,0.87,0.225,1.49,799.5,1.39,81.3,75.7,0.255,10.561426684280052,5.450980392156862,184.69069767441857,61.056865391230694,31.55624488586849,81.06199689309419,114.69069767441857,38.838526600006205,-50.3896399840112
Генетико,0.794,0.223,83.0,17.9,2.62,-16.5,-0.94,0.312,-19.04255319148936,8.397435897435898,260.19264448336247,94.06034810893111,12.155294789627975,74.15619262815987,190.19264448336247,64.5087916390367,-96.56824190943591
Светофор Групп,0.46,0.18,24.8,17.5,0.74,15.4,1.01,0.31,17.326732673267326,2.3870967741935485,154.99999999999997,26.73806103347699,35.98988402590753,76.40869933625196,84.99999999999997,28.74384545986683,-15.06309118299939
ТКСМ,0.157,0.014,39.9,2.9,0.12,-24.7,-0.5,0.107,-5.8,1.1214953271028036,80.91608391608392,12.561958454727758,20.833793920252667,73.57717836463776,10.91608391608392,3.5557034134667806,36.625722576190554
